OperationName,RequestTimestamp,RequestSiteId,RequestSalePointId,RequestBasketIdTypeId,RequestBasketValue,ResponseProcessingTimestamp,RequestMessageId,RequestBasketId,ResponseMessageId,RequestTransmitAttempt,ResponseRgBasketId,ResponseCode,RequestNumberBasketItems,ResponseFinancialTimestamp,RequestBasketJsonString,LoyaltyId
RegisterBasket,2018-11-27 14:20:49 +00:00,7868,1,,42.99,2018-11-27 14:27:34 +00:00,1181127142049786801,786812414557,1427344860262836840,1,ce2c0ef55f4c47d1b15e0004397e8a9b,10100     ,4,2018-11-27 14:27:34 +00:00,"{""id"":""786812414511"",""curr"":""null"",""val"":42.99,""items"":[{""b"":""6191514300312"",""p"":40.0,""q"":1.0},{""b"":""5000128715331"",""p"":2.04,""q"":1.0},{""b"":""5000128871457"",""p"":0.38,""q"":1.0},{""b"":""5000128271165"",""p"":0.57,""q"":1.0}]}",
RegisterBasket,2018-11-27 08:22:38 +00:00,6952,3,,1.29,2018-11-27 08:21:40 +00:00,1181127082238695203,69523898222,821407252303702743,1,23af5a43bb3043b3a6e20004512061c9,10100     ,2,2018-11-27 08:21:40 +00:00,"{""id"":""69523898212"",""curr"":""null"",""val"":1.29,""items"":[{""b"":""9770307268922"",""p"":0.5,""q"":1.0},{""b"":""5000128861069"",""p"":0.79,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233088"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386920"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159405"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233089"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386921"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159406"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233090"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386922"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159407"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233091"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386924"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159408"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233093"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386925"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159409"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233092"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386926"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159410"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233094"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386927"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159411"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233099"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386928"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159412"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233095"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386929"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159413"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233096"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386970"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159414"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233097"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386971"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159415"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233098"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386911"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159416"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 14:42:27 +00:00,8049,5,,2.00,2018-11-27 15:48:08 +00:00,1181127144227804905,80495233085,1548084572179622359,1,e9e24506d4c64b5badb4000b92021f76,10100     ,1,2018-11-27 15:48:08 +00:00,"{""id"":""80495233101"",""curr"":""null"",""val"":2.0,""items"":[{""b"":""7622210286314"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386930"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159417"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",
RegisterBasket,2018-11-27 13:23:14 +00:00,9808,7,,4.50,2018-11-27 13:44:38 +00:00,1181127132314980807,980871386917,1344382276107057178,1,43a4bfda05d44538be080007f2a8cdac,10100     ,3,2018-11-27 13:44:38 +00:00,"{""id"":""980871386931"",""curr"":""null"",""val"":4.5,""items"":[{""b"":""5000128677127"",""p"":1.0,""q"":1.0},{""b"":""7622210702005"",""p"":1.5,""q"":1.0},{""b"":""5022313997995"",""p"":2.0,""q"":1.0}]}",
RegisterBasket,2018-11-27 17:00:37 +00:00,5160,6,,1.50,2018-11-27 17:04:33 +00:00,1181127170037516006,51606159402,1704338745359225322,1,6ce95a109c024ce9a708000806e487ec,10100     ,1,2018-11-27 17:04:33 +00:00,"{""id"":""51606159418"",""curr"":""null"",""val"":1.5,""items"":[{""b"":""0000050457243"",""p"":1.5,""q"":1.0}]}",

